Class	ID	Name	Size	Bark	Embryo	FlushBud	MatureNeedle	Megagametophyte	SeedGermination	Xylem	YoungBuds
ORF	gene1719	orf05133	126	0	0	0	0	0	0	0	0
ORF	gene1720	orf05134	219	0	8.87615	0	0	0	0	0	0
ORF	gene1721	orf05135	321	0	6.05569	0	0	9.60904	0	0	0
ORF	gene1722	orf05136	270	0	7.19955	0	0	0	0	0	0
ORF	gene1723	orf05137	339	0	40.1391	0	0	27.2965	0	55.615	44.2615
ORF	gene1724	orf05138	207	0	0	0	0	0	0	0	0
ORF	gene1725	orf05139	207	0	0	0	0	0	0	0	0
ORF	gene1726	orf05140	171	0	0	0	0	0	0	0	0
ORF	gene1727	orf05141	207	0	0	0	0	0	0	0	0
ORF	gene1728	orf05142	246	0	0	0	0	0	0	0	0
ORF	gene1729	orf05143	294	0	0	0	0	0	0	0	0
ORF	gene1730	orf05144	537	0	10.8596	0	0	17.2319	0	0	0
ORF	gene1731	orf05145	237	0	0	0	0	19.5222	0	0	0
ORF	gene1732	orf05146	330	0	8.83581	0	0	0	0	0	0
ORF	gene1733	orf05147	276	0	0	0	0	0	0	0	0
ORF	gene1734	orf05148	237	0	0	0	0	0	0	0	0
ORF	gene1735	orf05149	162	0	0	0	0	0	0	0	0
ORF	gene1736	orf05150	159	0	0	0	0	0	0	0	0
ORF	gene1737	orf05151	213	0	0	0	0	0	0	0	0
ORF	gene1738	orf05152	369	0	15.8039	0	0	50.1545	0	76.6401	0
ORF	gene1739	orf05153	159	0	0	0	0	0	0	0	0
ORF	gene1740	orf05154	408	0	42.8796	0	0	22.6802	0	0	0
ORF	gene1741	orf05155	171	0	0	0	0	0	0	0	0
ORF	gene1742	orf05156	252	0	0	0	0	0	0	0	0
ORF	gene1743	orf05157	399	0	43.8469	0	0	0	0	0	0
ORF	gene1744	orf05158	105	0	0	0	0	0	0	0	0
ORF	gene1745	orf05159	282	0	20.6795	0	0	32.8139	0	0	0
ORF	gene1746	orf05160	156	0	0	0	0	0	0	0	0
ORF	gene1747	orf05161	237	0	24.606	0	0	0	0	0	0
ORF	gene1748	orf05162	534	0	0	0	0	69.3147	0	0	0
ORF	gene1749	orf05163	234	0	0	0	0	0	0	0	0
ORF	gene1750	orf05164	183	0	0	0	0	0	0	0	0
ORF	gene1751	orf05165	213	0	0	0	0	0	0	0	0
ORF	gene1752	orf05166	276	0	0	0	0	0	0	0	0
ORF	gene1753	orf05167	162	0	0	0	0	0	0	0	0
ORF	gene1754	orf05168	165	0	0	0	0	0	0	0	0
ORF	gene1755	orf05169	270	0	21.5986	0	0	0	0	0	0
ORF	gene1756	orf05170	249	0	46.8404	0	0	0	0	0	0
ORF	gene1757	orf05171	180	0	32.398	0	0	0	0	0	0
ORF	gene1758	orf05172	252	0	46.2828	0	0	0	0	0	0
ORF	gene1759	orf05173	195	0	0	0	0	0	0	0	0
ORF	gene1760	orf05174	522	0	33.5151	0	0	53.1811	0	0	0
ORF	gene1761	orf05175	414	0	28.1721	0	0	67.0544	0	0	0
ORF	gene1762	orf05176	210	0	27.7697	0	0	0	0	0	0
ORF	gene1763	orf05177	144	0	0	0	0	0	0	0	0
ORF	gene1764	orf05178	192	0	0	0	0	0	0	0	0
ORF	gene1765	orf05179	126	0	0	0	0	0	0	0	0
ORF	gene1766	orf05180	168	0	0	0	0	0	0	0	0
ORF	gene1767	orf05181	273	0	21.3613	0	0	33.8956	0	0	0
ORF	gene1768	orf05182	192	0	0	0	0	48.1954	0	0	0
ORF	gene1769	orf05183	258	0	22.6032	0	0	0	0	0	0
ORF	gene1770	orf05184	198	0	58.9054	0	0	46.7349	0	0	0
ORF	gene1771	orf05185	111	0	0	0	0	0	0	0	0
ORF	gene1772	orf05186	276	0	0	0	0	0	0	0	0
ORF	gene1773	orf05187	192	0	0	0	0	0	0	0	0
ORF	gene1774	orf05188	198	0	0	0	0	0	0	0	0
ORF	gene1775	orf05189	225	0	0	0	0	41.1267	0	0	0
ORF	gene1776	orf05190	222	0	0	0	0	0	0	0	0
ORF	gene1777	orf05191	162	0	0	0	0	0	0	0	0
ORF	gene1778	orf05192	240	0	48.5969	0	0	0	0	0	0
ORF	gene1779	orf05193	102	0	0	0	0	0	0	0	0
ORF	gene1780	orf05194	231	0	100.981	0	0	160.234	0	0	0
ORF	gene1781	orf05195	327	0	71.3349	0	0	113.193	0	0	137.657
ORF	gene1782	orf05196	303	0	76.9852	0	0	91.6189	0	186.668	0
ORF	gene1783	orf05197	216	0	80.9949	0	0	42.8403	0	0	0
ORF	gene1784	orf05198	228	0	127.887	0	0	40.5856	0	0	0
ORF	gene1785	orf05199	171	0	0	0	0	0	0	0	0
ORF	gene1786	orf05200	198	0	0	0	0	46.7349	0	0	0
ORF	gene1787	orf05201	201	0	0	0	0	0	0	0	0
ORF	gene1788	orf05202	291	0	20.04	0	0	31.799	0	0	0
ORF	gene1789	orf05203	369	0	15.8039	0	0	0	0	0	0
ORF	gene1790	orf05204	309	0	0	0	0	0	0	0	0
ORF	gene1791	orf05205	222	0	26.2686	0	0	0	0	0	0
ORF	gene1792	orf05206	252	0	0	0	0	36.7203	0	0	0
ORF	gene1793	orf05207	282	0	62.0386	0	0	0	0	0	0
ORF	gene1794	orf05208	426	0	41.0678	0	0	0	0	0	0
ORF	gene1795	orf05209	267	0	65.524	0	0	138.629	0	0	0
ORF	gene1796	orf05210	177	0	0	0	0	0	0	0	0
ORF	gene1797	orf05211	285	0	0	0	0	32.4684	0	0	0
ORF	gene1798	orf05212	216	0	26.9983	0	0	0	0	0	0
ORF	gene1799	orf05213	189	0	0	0	0	48.9604	0	0	0
ORF	gene1800	orf05214	447	0	13.0462	0	0	82.8054	0	0	0
ORF	gene1801	orf05215	240	0	97.1939	0	0	38.5563	0	0	0
ORF	gene1802	orf05216	273	0	21.3613	0	0	101.687	0	0	0
ORF	gene1803	orf05217	258	0	158.223	0	0	71.7326	0	0	0
ORF	gene1804	orf05218	273	0	42.7226	0	0	67.7913	0	0	0
ORF	gene1805	orf05219	294	0	119.013	0	0	125.898	0	0	0
ORF	gene1806	orf05220	192	0	273.358	0	0	144.586	0	0	0
ORF	gene1807	orf05221	231	0	0	0	0	40.0585	0	0	0
ORF	gene1808	orf05222	288	0	40.4974	0	0	0	0	0	0
ORF	gene1809	orf05223	255	0	45.7383	0	0	36.2883	0	0	0
ORF	gene1810	orf05224	258	0	22.6032	0	0	35.8663	0	0	0
ORF	gene1811	orf05225	237	0	0	0	0	0	0	0	0
ORF	gene1812	orf05226	243	0	47.997	0	0	0	0	0	0
ORF	gene1813	orf05227	288	0	20.2487	0	0	0	0	0	0
ORF	gene1814	orf05228	234	0	49.843	0	0	0	0	0	0
ORF	gene1815	orf05229	141	0	0	0	0	0	0	0	0
ORF	gene1816	orf05230	231	0	0	0	0	0	0	0	0
ORF	gene1817	orf05231	240	0	24.2985	0	0	38.5563	0	0	0
ORF	gene1818	orf05232	195	0	29.9058	0	0	0	0	0	0
ORF	gene1819	orf05233	255	0	0	0	0	0	0	0	0
ORF	gene1820	orf05234	315	0	18.5131	0	0	0	0	0	0
ORF	gene1821	orf05235	201	0	0	0	0	0	0	0	0
ORF	gene1822	orf05236	96	0	0	0	0	0	0	0	0
ORF	gene1823	orf05237	273	0	21.3613	0	0	101.687	0	0	0
ORF	gene1824	orf05238	411	885.206	3430.91	2398.24	3403.93	3140.77	1644.66	3440.41	2190.46
mRNA	gene1825	cob	1188	965.851	3249.61	2031.32	1530.91	2165.38	1197.87	1888.52	2008.2
ORF	gene1826	orf05240	294	0	59.5064	462.434	0	188.847	60.5045	0	306.217
ORF	gene1827	orf05241	111	0	0	0	0	0	0	0	0
ORF	gene1828	orf05242	174	0	33.5151	0	0	0	0	0	0
ORF	gene1829	orf05243	147	0	0	0	0	0	0	0	0
ORF	gene1830	orf05244	180	0	0	0	0	0	0	0	0
ORF	gene1831	orf05245	153	0	0	0	0	0	0	0	0
ORF	gene1832	orf05246	231	0	0	0	0	0	0	0	0
ORF	gene1833	orf05247	204	0	0	0	0	0	0	0	0
ORF	gene1834	orf05248	198	0	0	0	0	0	0	0	0
ORF	gene1835	orf05249	231	0	0	0	0	0	0	0	0
ORF	gene1836	orf05250	165	0	0	0	0	0	0	0	0
ORF	gene1837	orf05251	255	0	22.8691	0	0	36.2883	0	0	0
ORF	gene1838	orf05252	186	0	31.3529	0	0	0	0	0	0
ORF	gene1839	orf05253	141	0	0	0	0	196.883	0	0	0
ORF	gene1840	orf05254	387	0	60.2753	87.8266	0	454.307	0	0	116.315
ORF	gene1841	orf05255	192	0	151.865	0	0	96.3907	0	0	0
ORF	gene1842	orf05256	216	0	26.9983	0	0	42.8403	0	0	0
ORF	gene1843	orf05257	258	0	0	0	0	0	0	0	0
ORF	gene1844	orf05258	183	0	0	0	0	0	0	0	0
ORF	gene1845	orf05259	456	0	12.7887	0	0	40.5856	0	0	0
ORF	gene1846	orf05260	354	0	0	0	0	0	0	0	0
ORF	gene1847	orf05261	216	0	0	0	0	0	0	0	0
ORF	gene1848	orf05262	264	0	22.0895	0	0	35.0512	0	0	0
ORF	gene1849	orf05263	156	0	0	0	0	0	0	0	0
ORF	gene1850	orf05264	306	0	38.1152	0	457.194	30.2402	0	0	0
ORF	gene1851	orf05265	120	0	0	0	0	0	0	0	0
ORF	gene1852	orf05266	189	0	0	0	0	0	0	0	0
ORF	gene1853	orf05267	309	0	18.8726	0	0	0	0	0	0
ORF	gene1854	orf05268	294	0	0	0	0	0	0	0	0
ORF	gene1855	orf05269	231	0	0	0	0	0	0	0	0
ORF	gene1856	orf05270	222	0	26.2686	0	0	41.6825	0	0	0
ORF	gene1857	orf05271	228	0	0	0	0	40.5856	0	0	0
ORF	gene1858	orf05272	198	0	0	0	0	0	0	0	0
ORF	gene1859	orf05273	186	0	0	0	0	0	0	0	0
ORF	gene1860	orf05274	156	0	0	0	0	0	0	0	0
ORF	gene1861	orf05275	567	0	30.8552	0	0	16.3201	0	0	0
ORF	gene1862	orf05276	180	0	32.398	0	0	0	0	0	0
ORF	gene1863	orf05277	153	0	0	0	0	0	0	0	0
ORF	gene1864	orf05278	132	0	0	0	0	0	0	0	0
ORF	gene1865	orf05279	270	0	21.5986	0	0	0	0	0	0
ORF	gene1866	orf05280	144	0	0	0	0	0	0	0	0
ORF	gene1867	orf05281	189	0	0	0	0	48.9604	0	0	0
ORF	gene1868	orf05282	240	0	48.5969	0	0	0	0	0	0
ORF	gene1869	orf05283	291	0	100.2	0	0	0	0	0	0
ORF	gene1870	orf05284	186	0	0	0	0	0	0	0	0
ORF	gene1871	orf05285	333	0	17.5124	0	0	9.26277	0	0	0
ORF	gene1872	orf05286	243	0	0	0	0	12.6934	0	0	0
ORF	gene1873	orf05287	204	0	0	0	0	15.1201	0	0	0
ORF	gene1874	orf05288	171	0	0	0	0	0	0	0	0
ORF	gene1875	orf05289	129	0	0	0	0	0	0	0	0
ORF	gene1876	orf05290	144	0	0	0	0	0	0	0	0
ORF	gene1877	orf05291	231	0	25.2452	0	0	26.7057	0	0	0
ORF	gene1878	orf05292	198	0	19.6351	0	0	15.5783	0	0	0
ORF	gene1879	orf05293	240	0	8.09949	0	0	12.8521	0	0	0
ORF	gene1880	orf05294	165	0	0	0	0	18.694	0	0	0
ORF	gene1881	orf05295	129	0	0	0	0	0	0	0	0
ORF	gene1882	orf05296	255	109.75	0	0	0	0	0	0	0
ORF	gene1883	orf05297	234	0	0	0	0	0	0	0	0
ORF	gene1884	orf05298	180	0	0	0	0	0	0	0	0
ORF	gene1885	orf05299	240	0	0	0	0	0	0	0	0
ORF	gene1886	orf05300	120	0	48.5969	0	0	0	0	0	0
ORF	gene1887	orf05301	129	0	0	0	0	0	0	0	0
ORF	gene1888	orf05302	315	0	0	0	0	29.3762	0	0	0
ORF	gene1889	orf05303	183	0	0	0	0	0	0	0	0
ORF	gene1890	orf05304	219	0	0	0	0	42.2535	0	0	0
ORF	gene1891	orf05305	180	0	0	0	0	0	0	0	0
ORF	gene1892	orf05306	177	0	0	0	0	0	0	0	0
ORF	gene1893	orf05307	156	0	0	0	0	0	0	0	0
ORF	gene1894	orf05308	273	0	21.3613	0	0	0	0	0	0
ORF	gene1895	orf05309	258	0	22.6032	0	0	0	0	0	0
ORF	gene1896	orf05310	216	0	0	0	0	128.521	0	0	0
ORF	gene1897	orf05311	222	0	157.612	0	0	208.412	0	0	0
ORF	gene1898	orf05312	207	0	28.1721	0	0	44.7029	0	0	0
ORF	gene1899	orf05313	228	0	0	0	0	0	0	0	0
ORF	gene1900	orf05314	246	0	23.7058	0	0	37.6159	0	0	0
ORF	gene1901	orf05315	249	0	70.2606	0	0	148.651	0	0	0
ORF	gene1902	orf05316	285	0	40.9237	0	0	97.4053	0	0	0
ORF	gene1903	orf05317	153	0	0	0	0	0	0	0	0
ORF	gene1904	orf05318	108	0	0	0	0	0	0	0	0
ORF	gene1905	orf05319	177	0	0	0	0	0	0	0	0
ORF	gene1906	orf05320	366	0	15.9334	0	0	25.2828	0	0	0
ORF	gene1907	orf05321	231	242.304	0	0	0	0	0	0	0
ORF	gene1908	orf05322	213	0	438.057	0	0	260.662	0	0	0
ORF	gene1909	orf05323	234	0	423.666	726.259	0	158.18	304.074	0	577.102
ORF	gene1910	orf05324	273	0	170.89	0	512.46	135.583	0	0	0
ORF	gene1911	orf05325	153	0	0	0	0	0	0	0	0
ORF	gene1912	orf05326	102	0	0	0	0	0	0	0	0
ORF	gene1913	orf05327	171	0	68.2062	0	0	54.1141	0	0	0
ORF	gene1914	orf05328	339	0	137.62	0	0	81.8895	52.4729	0	0
ORF	gene1915	orf05329	192	0	30.3731	0	0	0	0	0	0
ORF	gene1916	orf05330	267	0	109.207	0	0	173.287	0	0	0
ORF	gene1917	orf05331	180	0	0	0	0	0	0	0	0
ORF	gene1918	orf05332	189	0	0	0	0	0	0	0	0
ORF	gene1919	orf05333	246	0	0	0	0	0	0	0	0
ORF	gene1920	orf05334	195	0	59.8116	0	0	47.4539	0	0	0
ORF	gene1921	orf05335	222	0	52.5372	0	0	41.6825	0	0	0
ORF	gene1922	orf05336	192	0	0	0	0	0	0	0	0
ORF	gene1923	orf05337	348	0	0	0	0	0	0	0	0
ORF	gene1924	orf05338	297	0	0	0	0	0	0	0	0
ORF	gene1925	orf05339	168	0	0	0	0	0	0	0	0
ORF	gene1926	orf05340	183	0	0	0	0	0	0	0	0
ORF	gene1927	orf05341	186	0	31.3529	0	0	0	0	0	0
ORF	gene1928	orf05342	204	0	0	0	0	0	0	0	0
ORF	gene1929	orf05343	186	0	0	0	0	0	0	0	0
ORF	gene1930	orf05344	171	0	0	0	0	54.1141	0	0	0
ORF	gene1931	orf05345	99	0	0	0	0	0	0	0	0
ORF	gene1932	orf05346	252	0	0	0	0	0	0	0	0
ORF	gene1933	orf05347	159	0	0	0	0	0	0	0	0
ORF	gene1934	orf05348	264	0	0	0	0	35.0512	0	0	0
ORF	gene1935	orf05349	309	0	18.8726	0	0	29.9466	0	0	0
ORF	gene1936	orf05350	174	0	0	0	0	0	0	0	0
ORF	gene1937	orf05351	192	0	30.3731	0	0	0	0	0	0
ORF	gene1938	orf05352	258	0	22.6032	0	0	0	0	0	0
ORF	gene1939	orf05353	291	0	40.0799	0	0	31.799	0	0	0
ORF	gene1940	orf05354	177	0	0	0	0	0	0	0	0
ORF	gene1941	orf05355	114	0	0	0	0	0	0	0	0
ORF	gene1942	orf05356	177	0	0	0	0	0	0	0	0
ORF	gene1943	orf05357	156	0	0	0	0	0	0	0	0
ORF	gene1944	orf05358	123	0	0	0	0	0	0	0	0
ORF	gene1945	orf05359	279	0	0	0	0	33.1667	0	0	0
ORF	gene1946	orf05360	147	0	0	0	0	0	0	0	0
ORF	gene1947	orf05361	465	0	12.5411	0	0	19.9	0	0	0
ORF	gene1948	orf05362	222	0	0	0	0	0	0	0	0
ORF	gene1949	orf05363	147	0	0	0	0	0	0	0	0
ORF	gene1950	orf05364	249	0	0	0	0	0	0	0	0
ORF	gene1951	orf05365	201	0	0	0	0	0	0	0	0
ORF	gene1952	orf05366	243	0	47.997	0	0	0	0	0	0
ORF	gene1953	orf05367	141	0	0	0	0	0	0	0	0
ORF	gene1954	orf05368	171	0	0	0	0	0	0	0	0
ORF	gene1955	orf05369	174	0	0	0	0	53.1811	0	0	0
ORF	gene1956	orf05370	243	0	0	0	0	38.0803	0	0	0
ORF	gene1957	orf05371	135	0	0	0	0	0	0	0	0
ORF	gene1958	orf05372	294	95.1909	39.671	0	0	0	0	0	0
ORF	gene1959	orf05373	291	0	100.2	0	0	0	0	0	0
ORF	gene1960	orf05374	246	0	23.7058	0	0	37.6159	0	0	0
ORF	gene1961	orf05375	117	0	0	0	0	0	0	0	0
ORF	gene1962	orf05376	219	0	26.6285	0	0	0	0	0	0
ORF	gene1963	orf05377	135	0	0	0	0	0	0	0	0
ORF	gene1964	orf05378	216	0	0	0	0	0	0	0	0
ORF	gene1965	orf05379	192	0	0	0	0	0	0	0	0
ORF	gene1966	orf05380	138	0	0	0	0	0	0	0	0
ORF	gene1967	orf05381	105	0	0	0	0	0	0	0	0
ORF	gene1968	orf05382	246	0	0	0	0	0	0	0	0
ORF	gene1969	orf05383	216	0	0	0	0	0	0	0	0
ORF	gene1970	orf05384	282	0	0	0	0	32.8139	0	0	0
ORF	gene1971	orf05385	171	0	0	0	0	0	0	0	0
ORF	gene1972	orf05386	240	0	0	0	0	0	0	0	0
ORF	gene1973	orf05387	204	0	28.5864	0	0	0	0	0	0
ORF	gene1974	orf05388	333	0	70.0496	0	0	138.942	0	0	0
ORF	gene1975	orf05389	246	0	23.7058	0	0	37.6159	0	0	0
ORF	gene1976	orf05390	120	0	0	0	0	0	0	0	0
ORF	gene1977	orf05391	189	0	0	0	0	0	0	0	0
ORF	gene1978	orf05392	201	0	0	0	0	46.0374	0	0	0
ORF	gene1979	orf05393	183	0	0	0	0	0	0	0	0
ORF	gene1980	orf05394	129	0	45.2064	0	0	0	0	0	0
ORF	gene1981	orf05395	213	0	27.3786	0	0	0	0	0	0
ORF	gene1982	orf05396	156	0	0	0	0	0	0	0	0
ORF	gene1983	orf05397	264	0	0	0	0	0	0	0	0
ORF	gene1984	orf05398	381	0	15.3061	0	0	0	0	0	0
ORF	gene1985	orf05399	225	0	0	0	0	0	0	0	0
ORF	gene1986	orf05400	198	0	0	0	0	0	0	0	0
ORF	gene1987	orf05401	159	0	0	0	0	0	0	0	0
ORF	gene1988	orf05402	192	0	0	0	0	0	0	0	0
ORF	gene1989	orf05403	264	0	22.0895	0	0	0	0	0	0
ORF	gene1990	orf05404	237	0	270.666	0	0	234.266	300.225	0	379.865
ORF	gene1991	orf05405	213	0	0	0	0	130.331	0	0	0
ORF	gene1992	orf05406	249	0	23.4202	0	0	0	0	0	0
ORF	gene1993	orf05407	450	0	51.8367	0	0	82.2534	0	0	0
ORF	gene1994	orf05408	198	0	0	0	0	0	0	0	0
ORF	gene1995	orf05409	147	0	0	0	0	0	0	0	0
ORF	gene1996	orf05410	282	0	103.398	0	0	196.883	0	0	0
ORF	gene1997	orf05411	231	0	75.7355	0	0	80.117	0	0	0
ORF	gene1998	orf05412	153	0	38.1152	0	0	0	0	0	0
ORF	gene1999	orf05413	282	0	0	0	0	0	0	0	0
ORF	gene2000	orf05414	264	0	0	0	0	0	0	0	0
ORF	gene2001	orf05415	246	0	23.7058	0	0	0	0	0	0
ORF	gene2002	orf05416	234	0	24.9215	0	0	0	0	0	0
ORF	gene2003	orf05417	399	0	14.6156	0	0	0	0	0	0
ORF	gene2004	orf05418	246	0	0	0	0	0	0	0	0
ORF	gene2005	orf05419	237	0	24.606	0	0	0	0	0	0
ORF	gene2006	orf05420	120	0	0	0	0	0	0	0	0
ORF	gene2007	orf05421	219	0	0	0	0	0	0	0	0
ORF	gene2008	orf05422	282	0	20.6795	0	0	0	0	0	0
ORF	gene2009	orf05423	237	0	123.03	0	0	0	0	0	0
ORF	gene2010	orf05424	198	0	88.3581	0	0	0	0	0	0
ORF	gene2011	orf05425	747	0	23.4202	0	0	0	0	0	0
ORF	gene2012	orf05426	210	0	83.309	0	0	0	0	0	0
ORF	gene2013	orf05427	267	0	43.6826	0	0	0	0	0	0
ORF	gene2014	orf05428	288	0	20.2487	0	0	0	0	0	0
ORF	gene2015	orf05429	261	0	22.3434	0	0	0	0	0	0
ORF	gene2016	orf05430	216	0	0	0	0	0	0	0	0
ORF	gene2017	orf05431	186	0	0	0	0	99.5001	0	0	0
ORF	gene2018	orf05432	279	200.617	376.234	365.472	1002.88	132.667	63.7574	0	322.681
ORF	gene2019	orf05433	735	76.1527	571.262	138.73	190.342	742.799	96.8072	25.651	489.948
ORF	gene2020	orf05434	291	0	541.079	233.601	0	540.583	183.385	0	154.687
ORF	gene2021	orf05435	399	140.281	701.55	170.37	0	695.752	222.911	0	338.451
ORF	gene2022	orf05436	357	0	49.0053	0	0	0	0	0	0
ORF	gene2023	orf05437	195	0	59.8116	0	0	0	0	0	0
ORF	gene2024	orf05438	327	0	160.504	0	0	28.2982	0	0	0
ORF	gene2025	orf05439	309	0	94.363	0	0	0	0	0	0
ORF	gene2026	orf05440	225	0	0	0	0	0	0	0	0
ORF	gene2027	orf05441	264	0	44.179	0	0	0	0	0	0
ORF	gene2028	orf05442	243	0	0	0	0	0	0	0	0
ORF	gene2029	orf05443	309	0	0	0	0	0	0	0	0
ORF	gene2030	orf05444	153	0	0	0	0	0	0	0	0
ORF	gene2031	orf05445	138	0	0	0	0	0	0	0	0
ORF	gene2032	orf05446	183	0	0	0	0	0	0	0	0
ORF	gene2033	orf05447	108	0	0	0	0	0	0	0	0
ORF	gene2034	orf05448	273	0	149.529	124.501	0	406.748	0	0	0
ORF	gene2035	orf05449	213	0	54.7571	0	0	173.775	0	0	0
ORF	gene2036	orf05450	108	0	0	0	0	0	0	0	0
ORF	gene2037	orf05451	231	0	25.2452	0	0	40.0585	0	0	0
ORF	gene2038	orf05452	168	0	0	0	0	0	0	0	0
ORF	gene2039	orf05453	216	0	0	0	0	0	0	0	0
ORF	gene2040	orf05454	177	0	98.8412	0	0	0	0	0	0
ORF	gene2041	orf05455	393	0	0	0	0	47.0916	0	0	0
ORF	gene2042	orf05456	243	0	0	0	0	0	0	0	0
ORF	gene2043	orf05457	165	0	0	0	0	0	0	0	0
ORF	gene2044	orf05458	273	0	64.0839	0	0	0	0	0	0
ORF	gene2045	orf05459	234	0	199.372	0	0	197.725	0	0	0
ORF	gene2046	orf05460	174	0	0	0	0	0	0	0	0
ORF	gene2047	orf05461	354	0	82.3677	0	0	261.399	50.2495	0	0
ORF	gene2048	orf05462	264	0	44.179	0	0	0	0	0	0
ORF	gene2049	orf05463	297	0	0	0	0	0	0	0	0
ORF	gene2050	orf05464	480	58.3044	121.492	0	0	77.1126	0	0	0
ORF	gene2051	orf05465	282	0	62.0386	0	0	65.6277	0	66.8563	0
ORF	gene2052	orf05466	183	0	0	0	0	50.5656	0	0	0
ORF	gene2053	orf05467	111	0	0	0	0	0	0	0	0
ORF	gene2054	orf05468	414	270.397	197.205	0	0	178.812	0	0	0
ORF	gene2055	orf05469	141	0	0	0	0	0	0	0	0
ORF	gene2056	orf05470	264	0	0	0	0	35.0512	0	0	0
ORF	gene2057	orf05471	249	0	0	0	0	0	0	0	0
ORF	gene2058	orf05472	264	0	88.3581	0	0	0	0	0	0
ORF	gene2059	orf05473	264	0	66.2685	0	0	35.0512	0	0	0
ORF	gene2060	orf05474	258	0	22.6032	0	0	143.465	0	0	0
ORF	gene2061	orf05475	168	0	0	0	0	0	0	0	0
ORF	gene2062	orf05476	117	0	0	0	0	0	0	0	0
ORF	gene2063	orf05477	264	0	22.0895	0	0	0	0	0	0
ORF	gene2064	orf05478	222	0	26.2686	0	0	83.3649	0	0	0
ORF	gene2065	orf05479	135	0	0	0	0	0	0	0	0
ORF	gene2066	orf05480	231	0	25.2452	0	0	0	0	0	0
ORF	gene2067	orf05481	387	0	75.3441	0	0	23.9109	0	0	0
ORF	gene2068	orf05482	117	0	0	0	0	0	0	0	0
ORF	gene2069	orf05483	237	0	73.8181	0	0	0	75.0562	0	0
ORF	gene2070	orf05484	255	0	0	0	0	36.2883	0	0	0
ORF	gene2071	orf05485	243	0	0	0	0	0	0	0	0
ORF	gene2072	orf05486	174	0	0	0	0	0	0	0	0
ORF	gene2073	orf05487	186	0	0	0	0	0	0	0	0
ORF	gene2074	orf05488	195	0	0	0	0	47.4539	0	0	0
ORF	gene2075	orf05489	258	0	45.2064	0	0	0	0	0	0
ORF	gene2076	orf05490	117	0	0	0	0	0	0	0	0
ORF	gene2077	orf05491	129	0	0	0	0	0	0	0	0
ORF	gene2078	orf05492	174	0	33.5151	0	0	0	0	0	0
ORF	gene2079	orf05493	243	0	0	0	0	0	0	0	0
ORF	gene2080	orf05494	309	0	37.7452	0	0	89.8399	0	0	0
ORF	gene2081	orf05495	279	0	0	0	0	33.1667	0	0	0
ORF	gene2082	orf05496	162	0	0	0	0	57.1204	0	0	0
ORF	gene2083	orf05497	222	0	78.8058	0	0	0	0	0	0
ORF	gene2084	orf05498	132	0	0	0	0	0	0	0	0
ORF	gene2085	orf05499	264	0	66.2685	0	0	35.0512	0	0	0
ORF	gene2086	orf05500	147	0	0	0	0	0	121.009	0	0
ORF	gene2087	orf05501	111	0	0	0	0	0	0	0	0
ORF	gene2088	orf05502	243	0	0	0	0	0	0	0	0
ORF	gene2089	orf05503	150	0	0	0	0	0	0	0	0
ORF	gene2090	orf05504	222	126.064	52.5372	0	0	125.047	80.1275	0	0
ORF	gene2091	orf05505	381	0	336.735	0	0	728.623	46.6885	0	236.294
ORF	gene2092	orf05506	201	0	261.118	0	0	598.486	0	0	0
ORF	gene2093	orf05507	123	0	47.4116	0	0	0	0	0	0
ORF	gene2094	orf05508	150	0	0	0	0	0	0	0	0
ORF	gene2095	orf05509	129	0	0	0	0	0	0	0	0
ORF	gene2096	orf05510	213	0	27.3786	0	0	0	0	0	0
ORF	gene2097	orf05511	228	0	51.1547	0	0	40.5856	0	0	0
ORF	gene2098	orf05512	285	0	0	0	0	0	0	0	0
ORF	gene2099	orf05513	174	0	0	0	0	0	0	0	0
ORF	gene2100	orf05514	264	0	0	0	0	0	0	0	0
ORF	gene2101	orf05515	279	0	20.9019	0	0	66.3334	0	0	0
ORF	gene2102	orf05516	153	0	0	0	0	0	0	0	0
ORF	gene2103	orf05517	138	0	0	0	0	0	0	0	0
ORF	gene2104	orf05518	234	0	24.9215	0	0	0	0	0	0
ORF	gene2105	orf05519	486	0	0	0	0	19.0401	0	0	92.6213
ORF	gene2106	orf05520	264	0	22.0895	0	0	35.0512	0	0	0
ORF	gene2107	orf05521	156	0	0	0	0	0	0	0	0
ORF	gene2108	orf05522	180	0	0	0	0	0	0	0	0
ORF	gene2109	orf05523	321	0	90.8354	0	0	86.4814	0	0	140.23
ORF	gene2110	orf05524	198	0	0	0	0	0	0	0	0
ORF	gene2111	orf05525	180	0	0	0	0	51.4084	0	0	0
ORF	gene2112	orf05526	153	0	0	0	0	0	0	0	0
ORF	gene2113	orf05527	183	0	0	0	0	0	0	0	0
ORF	gene2114	orf05528	252	0	138.848	0	0	146.881	0	0	0
ORF	gene2115	orf05529	279	100.309	209.019	730.944	0	132.667	191.272	0	968.042
ORF	gene2116	orf05530	222	0	26.2686	0	0	0	0	0	0
ORF	gene2117	orf05531	222	0	0	0	0	0	0	0	0
ORF	gene2118	orf05532	207	0	28.1721	0	0	0	0	0	0
ORF	gene2119	orf05533	225	0	51.8367	151.062	0	123.38	0	0	0
ORF	gene2120	orf05534	120	0	0	0	0	0	0	0	0
ORF	gene2121	orf05535	363	0	160.651	0	0	25.4918	49.0036	0	124.005
